surah_number,ayah_from,ayah_to,topic_id,topic,notes
24,53,53,302,"كذب المنافقين في طاعتهم لحكم الله",""
24,55,57,104,"سنة الله في عباده المؤمنين والكافرين",""
24,58,61,501,"آداب البيوت والدخول إليها والأكل منها",""
24,62,63,202,"ذات المؤمنين في معاملتهم رسول الله ﷺ",""
24,64,64,101,"ملك الله وعلمه وقدرته",""
25,1,1,601,"القرآن ومهمته",""
25,2,10,305,"الرد على المشركين الذين طعنوا في الوحدانية وفي القرآن وفي الرسول ﷺ",""
25,11,14,302,"إنكار المشركين للبعث وجزاؤهم يوم القيامة",""
25,15,16,202,"جزاء المتقين يوم القيامة",""
25,17,19,302,"المشركون وأتباعهم وجزاؤهم يوم القيامة",""
25,20,20,401,"حقيقة الرسل",""
25,21,23,302,"تعنت الكافرين ومآلهم",""
25,24,24,202,"جزاء المؤمنين",""
25,25,29,304,"من مشاهد يوم القيامة",""
25,30,31,302,"هجر الكفار للقرآن الكريم",""
25,32,34,305,"الرد على المشركين الذين طلبوا نزول القرآن جملة واحدة",""
25,35,40,404,"قصص بعض الأنبياء مع قومهم للاعتبار بهم",""
25,41,44,302,"استهزاء المشركين بالنبي ﷺ وتشبيههم بالأنعام",""
25,45,62,101,"بعض مظاهر نعم الله وقدرته في الكون وموقف المشركين",""
25,45,62,103,"بعض مظاهر نعم الله وقدرته في الكون وموقف المشركين",""
25,63,77,202,"صفات عباد الرحمن",""
26,1,2,601,"مهمة القرآن الكريم",""
26,3,9,302,"موقف المشركين من الرسول وآياته وتحسر النبي عليهم",""
26,10,51,404,"قصة موسى عليه السلام مع فرعون وإيمان سحرته رغم تهديده لهم",""
26,52,68,404,"نجاة موسى والمؤمنين به وإغراق فرعون وجنوده",""
26,69,89,404,"قصة إبراهيم عليه السلام مع أبيه وقومه",""
26,90,104,304,"من مشاهد يوم القيامة وتلاوم بعضهم لبعض في النار",""
26,105,122,404,"قصة نوح عليه السلام مع قومه",""
26,123,140,404,"قصة هود عليه السلام مع قومه",""
26,141,159,404,"قصة صالح عليه السلام مع قومه",""
26,160,175,404,"قصة لوط عليه السلام مع قومه",""
26,176,191,404,"قصة شعيب عليه السلام مع قومه",""
26,192,220,601,"القرآن الكريم ومصدره وموقف المشركين منه",""
26,214,220,401,"نصائح إلهية للنبي ﷺ",""
26,221,227,305,"الرد على المشركين وتهديدهم",""
27,1,6,601,"القرآن الكريم كتاب هداية مبشر للمؤمنين ومنذر للكافرين منزل من عند الله",""
27,7,14,404,"قصة موسى عليه السلام وبعض معجزاته",""
27,15,19,404,"قصة داود وسليمان عليهما السلام وذمهم الله عليهم",""
27,20,28,404,"قصة سليمان عليه السلام مع الهدهد",""
27,29,44,404,"قصة سليمان عليه السلام مع بلقيس حتى إسلامها",""
27,45,53,404,"قصة صالح عليه السلام مع قومه",""
27,54,58,404,"قصة لوط عليه السلام مع قومه",""
27,59,65,101,"من مظاهر قدرة الله تعالى في الكون الدالة على وحدانيته",""
27,66,75,302,"موقف المشركين من البعث",""
27,76,78,601,"القرآن الكريم ومهماته",""
27,79,81,401,"النبي ﷺ ومهمته وحدود تأثيره في الكافر والمؤمن",""
27,82,90,304,"من مشاهد يوم القيامة",""
27,91,93,401,"مهمة النبي ﷺ ومن تبعه",""
28,1,3,601,"صحة القرآن الكريم",""
28,3,6,404,"مقدمة عن قصة موسى وفرعون وفساد فرعون في الأرض وتوعده",""
28,7,14,404,"إلقاء موسى في اليم والتقاط آل فرعون له وعودته إلى أمه وتشريفه بالنبوة",""
28,15,21,404,"قتل موسى عليه السلام للقبطي خطأ وخروجه من مصر بعد اكتشاف أمره",""
28,22,28,404,"دخول موسى أرض مدين وزواجه من بنت شعيب وتحديد المهر",""
28,29,32,404,"عودته إلى مصر وتكليم الله له وبعض معجزاته التي أيده الله بها ليذهب إلى فرعون",""
28,33,46,404,"تكذيب فرعون وعاقبة عناده وحاجة الناس للرسل",""
28,47,51,305,"تكذيب كفار مكة للرسول ﷺ والقرآن ورد على شبهاتهم",""
28,52,55,402,"بيان أن أهل الكتاب منهم من آمن وجزاؤهم وصفاتهم",""
28,56,61,305,"زعم المشركين والرد عليهم",""
28,62,66,303,"من مواقف المشركين ومخاصمتهم يوم القيامة",""
28,67,67,202,"فلاح المؤمنين يوم القيامة",""
28,68,75,102,"بعض مظاهر قدرة الله في الكون وإرادته المطلقة ونعمه ورحمته بعباده",""
28,76,84,404,"قصة قارون وجزاؤه والعبرة منها",""
28,85,88,404,"بعض التوجيهات للنبي ﷺ",""
29,1,6,104,"اختبار الناس في الدنيا سنة الله في عباده وجزاء الفائزين",""
29,7,7,202,"اختبار الناس في الدنيا سنة الله في عباده وجزاء الفائزين",""
29,8,8,104,"اختبار الناس في الدنيا سنة الله في عباده وجزاء الفائزين",""
29,9,9,202,"اختبار الناس في الدنيا سنة الله في عباده وجزاء الفائزين",""
29,10,13,302,"خداع المنافقين وكذب الكافرين وتهديدهم",""
29,14,15,403,"قصة نوح عليه السلام مع قومه",""
29,16,25,403,"قصة إبراهيم عليه السلام مع قومه ونجاته من النار",""
29,26,35,403,"قصة إيمان لوط لإبراهيم عليهما السلام وقصته مع قومه",""
29,36,39,403,"قصص شعيب وهود وصالح وموسى عليهم السلام وأقوامهم",""
29,40,40,302,"عاقبة الأقوام الذين كذبوا أنبياءهم في الدنيا",""
29,41,44,701,"ضرب مثل لمن اتخذ من دون الله أولياء",""
29,45,45,401,"توجيهات للنبي ﷺ ومن آمن به لتلاوة القرآن وإقامة الصلاة وبيان ثمرتها",""
29,46,55,305,"توجيهات في طريقة مجادلة أهل الكتاب وكيفية الرد عليهم في شبهاتهم",""
29,56,60,202,"أمر للمؤمنين بالهجرة وثواب الصابرين",""
29,61,63,101,"اعتراف المشركين بقدرة الله وأنه الرزاق وحده",""
29,64,67,302,"حقيقة الدنيا وطبيعة الكفار فيها",""
29,68,68,302,"عقاب الكافرين",""
29,69,69,202,"جزاء المحسنين",""
30,1,7,602,"الإخبار بالغيب عن الفرس والروم وتحدي المشركين بذلك",""
30,8,8,101,"دعوة للتفكر في الكون",""
30,9,10,404,"الأمر بالسير في الأرض للاعتبار بهلاك المكذبين من الأمم السابقة",""
30,11,14,303,"إثبات البعث وأحوال الناس يؤمئذ مؤمنهم وكافرهم",""
30,15,15,202,"إثبات البعث وأحوال الناس يؤمئذ مؤمنهم وكافرهم",""
30,16,16,302,"إثبات البعث وأحوال الناس يؤمئذ مؤمنهم وكافرهم",""
30,17,27,102,"التنزيه والتحميد لله تعالى لوحدانيته وقدرته ونعمه",""
30,28,29,701,"ضرب المثل لإثبات وحدانية الله تعالى",""
30,30,32,105,"الإسلام دين الفطرة والوحدانية",""
30,33,37,302,"طبيعة الناس في السراء والضراء",""
30,38,39,202,"توجيهات للنبي ﷺ والمؤمنين",""
30,40,42,101,"من أدلة التوحيد ونتائج أعمال البشر",""
30,43,44,302,"الأمر باتباع الدين القيم والتحذير من يوم القيامة",""
30,45,45,202,"جزاء المؤمنين يوم القيامة",""
30,46,50,101,"أدلة أخرى على توحيد الله وقدرته وبيان عاقبة المجرمين",""
30,51,51,302,"طبيعة الكفار",""
30,52,53,401,"مقدار تأثير النبي ﷺ في الكافرين والمؤمنين",""
30,54,54,101,"قدرة الله في خلق الإنسان بأطواره المختلفة",""
30,55,57,304,"أحوال الناس يوم القيامة",""
30,58,60,302,"موقف الكافرين من آيات الله وأمر النبي ﷺ بالصبر",""
31,1,3,601,"مهمة القرآن الكريم",""
31,4,5,202,"بعض صفات المحسنين وجزاؤهم",""
31,6,7,302,"بعض صفات الضالين وجزاؤهم",""
31,8,9,202,"جزاء المؤمنين",""
31,10,11,101,"من أدلة وحدانية الله تعالى وقدرته",""
31,12,19,404,"قصة لقمان الحكيم ووصاياه لابنه",""
31,20,24,101,"نعم الله تعالى وعناد المشركين في إشراكهم وتوبيخهم",""
31,25,27,102,"اعتراف المشركين بقدرة الله وآيات قدرته تعالى وسعة علمه",""
31,28,28,303,"إثبات البعث",""
31,29,31,102,"أدلة أخرى على وجود الله ووفرة نعمه وقدرته سبحانه",""
31,32,32,302,"طبيعة الكفار",""
31,33,33,302,"الأمر بالتقوى والخوف من اليوم الآخر والتحذير من الدنيا والشيطان",""
31,34,34,102,"مفاتيح الغيب بيد الله سبحانه وتعالى وحده",""
32,1,3,601,"القرآن وكونه من عند الله",""
32,3,3,305,"الرد على من ادعى افتراءه",""
32,4,9,102,"بعض الأدلة على قدرة الله ووحدانيته ونعمه",""
32,10,14,302,"إنكار المشركين للبعث وبيان حالهم يوم القيامة",""
32,15,19,202,"صفات المؤمنين وجزاؤهم",""
32,20,22,302,"جزاء الكافرين وإعراضهم عن آيات الله",""
32,23,25,404,"ذكر إنزال التوراة على موسى وتكريم أنبيائه",""
32,26,27,101,"آيات القدرة الإلهية على كل شيء",""
32,28,30,303,"إثبات البعث",""
33,1,3,401,"توجيهات للنبي ﷺ",""
33,4,5,501,"تحريم الظهار والتبني",""
33,6,6,501,"مكانة النبي ﷺ ومشروعية توريث ذوي الأرحام",""
33,7,8,404,"أخذ الميثاق من النبيين",""
33,9,27,404,"قصة غزوة الأحزاب والعبر منها",""
33,28,29,401,"تخيير زوجات النبي ﷺ بين الدنيا والآخرة",""
33,30,34,401,"توجيهات وآداب بيت النبوة",""
33,35,35,202,"جزاء من يؤمن ويتمثل بأحسن الصفات ذكرًا كان أو أنثى",""
33,36,40,401,"قصة زينب مع زيد وزواجها من النبي ﷺ لإبطال التبني",""
33,41,44,202,"الأمر بكثرة ذكر الله وتسبيحه وفضل الله على المؤمنين",""
33,45,48,401,"مهمة رسول الله ﷺ وبعض صفاته",""
33,49,52,501,"من أحكام النكاح والطلاق والعدة منه وأحكام خاصة به ﷺ في زواجه",""
33,53,55,501,"آداب دخول المؤمنين بيت النبوة",""
33,56,56,401,"فضل الصلاة على النبي ﷺ",""
33,57,58,302,"جزاء الذين يؤذون الله ورسوله والمؤمنين",""
33,59,59,501,"وجوب الحجاب على النساء",""
33,60,62,302,"تهديد المنافقين",""
33,63,68,302,"حقيقة قيام الساعة وقربها وما أعد الله فيها للكافرين",""
33,69,71,202,"توجيهات للمؤمنين وبيان جزائهم على ذلك",""
33,72,73,302,"مكانة الأمانة والتحذير من الخيانة",""
34,1,9,302,"إثبات البعث والرد على منكريه",""
34,10,14,404,"داود وسليمان ونعم الله عليهما",""
34,15,21,404,"قصة سبأ وسيل العرم",""
34,22,30,305,"شبه المشركين ونقاشهم وبيان مآلهم يوم القيامة",""
34,31,33,302,"رفض المشركين الإيمان بالقرآن والحوار يوم القيامة بين الضالين والمضلين",""
34,34,35,302,"طبيعة المترفين وجوابهم لرسلهم",""
34,36,39,104,"سنة الله في عباده",""
34,40,45,302,"من مواقف الكفار في الدنيا والآخرة",""
34,46,54,302,"من مواقف الكفار في الدنيا والآخرة",""
35,1,4,101,"الثناء على الله تعالى لأن كل شيء بيده فهو وحده الخالق المنعم",""
35,5,6,302,"التحذير من الدنيا ومن الشيطان وانقسام الناس بذلك لقسمين",""
35,7,7,202,"إثبات البعث والحساب",""
35,8,10,302,"التحذير من الدنيا ومن الشيطان وانقسام الناس بذلك لقسمين",""
35,11,13,101,"من مظاهر القدرة الإلهية والوحدانية",""
35,14,14,105,"حقيقة الأصنام والشركاء",""
35,15,18,104,"الله الغني القادر والإنسان فقير مسؤول يوم القيامة عن نفسه",""
35,19,22,701,"ضرب الأمثال للكافر والمؤمن",""
35,23,24,401,"حقيقة الرسول ﷺ",""
35,25,26,302,"تكذيب الكفار وعقابهم",""
35,27,28,101,"تنوع الخلق بنظام واحد دليل وحدة الخالق وفضل العلماء",""
35,29,35,202,"فضل الذين يتلون ويرتلون كتاب الله وجزاؤهم",""
35,36,39,302,"حال الكافرين في جهنم",""
35,40,43,305,"مناقشة المشركين في عقائدهم",""
35,44,45,104,"سنة الله في إهلاك الكفرة بعد إمهالهم",""
36,1,12,401,"تنزيل القرآن من الله تعالى على الرسول ﷺ المنذر للمشركين المعاندين بالعقاب والمبشر للمؤمنين بالثواب",""
36,13,13,701,"ضرب المثل للمعاندين",""
36,14,32,404,"قصة أصحاب القرية المعاندين",""
36,33,44,101,"مظاهر قدرة الله في الأرض والسماء والبحر وفضله",""
36,45,48,302,"موقف الكفار من آيات الله الداعية للتقوى والإنفاق",""
36,49,54,304,"إثبات البعث وبيان أهواله وتخويف المشركين",""
36,55,58,202,"ثواب المؤمنين في الجنة",""
36,59,68,302,"عقاب الكافرين في جهنم",""
36,69,70,401,"مهمة الرسول ﷺ ونفي كونه شاعرا",""
36,71,73,103,"من مظاهر قدرة الله ونعمه على عباده",""
36,74,76,302,"موقف المشركين من نعم الله تعالى وتوعدهم",""
36,77,83,304,"من أدلة إثبات البعث",""
37,1,10,101,"وحدانية الله تعالى وقدرته في الكون وحفظ السماء من الشياطين",""
37,11,39,304,"إنكار المشركين للبعث وجزاؤهم يوم القيامة",""
37,40,61,202,"أصحاب الجنة ونعيمهم وتذكرهم لقرناء السوء في الدنيا",""
37,51,55,304,"قول منكر البعث في الدنيا ونهايته",""
37,56,61,202,"شكر المؤمن في الجنة ربه سبحانه على نجاته من الكفر والنار",""
37,62,74,302,"شجرة الزقوم للظالمين في جهنم وسبب عقابهم",""
37,75,82,404,"قصة نوح عليه السلام وعاقبة المكذبين",""
37,83,98,404,"قصة إبراهيم عليه السلام مع قومه ومعجزة انقلاب النار بردًا وسلامًا عليه",""
37,99,113,404,"تبشيره بغلامه إسماعيل استجابة لدعائه وقصة أمره بذبحه وفدائه وتبشيره بإسحاق",""
37,114,122,404,"قصة موسى وهارون عليهما السلام",""
37,123,132,404,"قصة إلياس عليه السلام مع قومه",""
37,133,138,404,"قصة لوط عليه السلام مع قومه",""
37,139,148,404,"قصة يونس عليه السلام مع قومه",""
37,149,182,305,"مناقشة المشركين في عقائدهم وتهديدهم",""
38,1,11,305,"طبيعة المشركين في شقاقهم وتكبرهم إنكارهم والرد عليهم",""
38,12,16,404,"ذكر الأمم السابقة وتكذيبهم رسلهم وتهديدهم",""
38,17,26,403,"قصة داود عليه السلام وفتنته",""
38,27,28,304,"إثبات البعث والعدل يوم الحساب",""
38,29,29,601,"فضل القرآن ومهمته",""
38,30,40,403,"قصة سليمان عليه السلام وفتنته",""
38,41,44,403,"قصة أيوب عليه السلام وفتنته",""
38,45,48,403,"قصة إبراهيم وذريته من الآنبياء",""
38,49,54,202,"جزاء المتقين ونعيمهم",""
38,55,64,302,"جزاء الطاغين وحوارهم في النار",""
38,65,70,401,"تأكيد رسالة النبي ﷺ",""
38,71,83,403,"قصة خلق آدم وسجود الملائكة له واستكبار إبليس وإخراجه من الجنة وعداوته لأدم",""
38,84,85,302,"توعد الله لأتباع إبليس",""
38,86,88,401,"مهمة الرسول والقرآن",""
39,1,2,601,"صفة القرآن والأمر بعبادة الله وحده وبيان حال المشركين والرد عليهم",""
39,3,4,305,"صفة القرآن والأمر بعبادة الله وحده وبيان حال المشركين والرد عليهم",""
39,5,6,101,"من مظاهر قدرته تعالى ونعمه",""
39,7,7,303,"إثبات الحساب يوم القيامة بعد البعث",""
39,8,8,303,"طبيعة الإنسان في الضراء والسراء",""
39,9,14,202,"أحوال المؤمنين وجزاؤهم",""
39,15,16,302,"تهديد للكافرين",""
39,17,18,202,"صفات المؤمنين وجزاؤهم",""
39,19,19,302,"تهديد للكافرين",""
39,20,20,202,"صفات المؤمنين وجزاؤهم",""
39,21,21,101,"حال الدنيا",""
39,22,23,601,"نور الإسلام وتأثير القرآن الكريم",""
39,24,26,302,"عاقبة الكافرين",""
39,27,29,701,"ضرب الأمثال في القرآن الكريم",""
39,30,32,302,"اختصام الناس يوم القيامة وجزاء المكذبين",""
39,33,35,202,"جزاء الصادقين والمتقين",""
39,36,37,105,"لا ضار ولا نافع ولا مضل ولا هادي إلا الله",""
39,38,40,305,"مناقشة المشركين في اعتقادهم الباطل بالأصنام وتهديدهم",""
39,41,41,601,"نزول القرآن من عند الله وافتراق الناس فيه إلى مؤمن وكافر",""
39,42,42,102,"من مظاهر القدرة الإلهية",""
39,43,46,305,"مناقشة المشركين والرد عليهم",""
39,47,48,302,"حال الظالمين يوم القيامة",""
39,49,51,303,"طبيعة الإنسان في الضراء والسراء وعقوبته",""
39,52,52,102,"الرزق بيد الله",""
39,53,55,202,"دعوة الله عباده للتوبة والإنابة وتهديد من لم يستجب",""
39,56,60,302,"ندم من لم يستجب يوم القيامة والرد عليه ومصيره",""
39,61,61,202,"مصير المؤمنين يوم القيامة",""
39,62,67,105,"وحدانية الله والنهي عن الشرك في عبادته والأمر بعبادته وحده",""
39,68,70,304,"نفخة الصور وبدء الحساب يوم القيامة",""
39,71,72,302,"حال الكفار وجزاؤهم يوم القيامة",""
39,73,74,202,"حال المؤمنين وجزاؤهم يوم القيامة",""
39,75,75,101,"عظمة الله يوم القيامة",""
40,1,3,104,"القرآن كلام الله وصفات الله سبحانه",""
40,4,4,302,"جدال الكفار في آيات الله تعالى",""
40,5,6,404,"تعذيب الأمم السابقة وعقابهم",""
40,7,9,202,"حملة العرش وتسبيحهم ودعاؤهم للمؤمنين",""
40,10,12,302,"إحاطة مقت الله بالكافرين واعترافهم بذنوبهم",""
40,13,15,102,"من مظاهر قدرة الله ونعمه ووحدانيته في الدنيا",""
40,16,20,304,"من أحوال يوم القيامة",""
40,21,22,404,"الأمر بالسير في الأرض للاعتبار بعاقبة الأمم المكذبة السابقة",""
40,23,27,404,"قصة موسى عليه السلام مع فرعون وهامان وقارون",""
40,28,46,404,"قصة مؤمن آل فرعون ونصائحه لقومه وجواب فرعون وعناده",""
40,47,50,302,"المحاورة بين الضالين والمضلين وبين أهل النار وخزنتها",""
40,51,55,403,"نصر الرسل والمؤمنين في الدنيا والآخرة وتوجيهات للنبي ﷺ",""
40,56,68,302,"الكبر سبب الجحود وبيان قدرة الله ونعمه وإثبات قيام الساعة وعاقبة المتكبرين عن عبادة الله وحده",""
40,69,76,302,"جزاء المجادلين في آيات الله بالباطل كبرًا",""
40,77,78,401,"أمر النبي ﷺ بالصبر والتأسي بالرسل قبله حتى يأتي أمر الله",""
40,79,81,103,"من نعم الله تعالى على عباده",""
40,82,85,302,"تهديد الكافرين بإيمانهم حين يعاينوا العذاب حيث لا ينفعهم",""
41,1,4,601,"القرآن الكريم ومهمته",""
41,5,7,302,"موقف المشركين من القرآن وجوابهم وتهديدهم",""
41,8,8,202,"جزاء المؤمنين",""
41,9,12,101,"من أدلة وجود الله وقدرته وقصة الخلق",""
41,13,18,404,"تهديد المشركين بمثال عاقبة عاد وثمود",""
41,19,29,302,"عقوبة أعداء الله في الحشر",""
41,30,32,202,"ثواب المستقيمين في الدنيا والآخرة",""
41,33,36,202,"فضل وآداب الدعوة إلى الله",""
41,37,39,101,"بعض آيات الله الدالة على قدرته",""
41,40,44,601,"تهديد الملحدين في القرآن والتأكيد على أن القرآن منزل من عند الله عربيًا هدى وشفاء للمؤمنين وعمى على الكافرين",""
41,45,46,404,"ذكر موسى عليه السلام والتوراة واختلاف الناس فيه وجزاء كل من المؤمنين والكافرين",""
41,47,48,102,"اختصاص علم الساعة وعلم الغيب بالله تعالى وضلال المشركين عن معبوديهم",""
41,49,52,303,"طبيعة الإنسان في الضراء والسراء",""
41,53,54,101,"التأمل في آيات الله في الآفاق والأنفس",""
42,1,6,105,"وحدة الوحي لكل الرسل من الله وعظمة الله تعالى وبعض وظائف الملائكة",""
42,7,9,601,"عربية القرآن ووظيفته وموقف الناس منه",""
42,10,12,103,"التوكل على الله وعظمة الله تعالى ونعمه على عباده",""
42,13,14,105,"الوحي واحد والدين واحد واختلاف الناس فيه",""
42,15,16,401,"الأمر بالدعوة والاستقامة والعدل والرد على المجادلين وتهديدهم",""
42,17,19,302,"إثبات قيام الساعة وقربها ومجادلة الكفار فيها",""
42,20,26,202,"المؤمنون والكافرون وجزاؤهم",""
42,27,27,303,"طبيعة أكثر الناس",""
42,28,36,102,"سنة الله في عباده وبعض مظاهر قدرة الله تعالى",""
42,37,43,202,"من صفات المؤمنين",""
42,44,46,302,"عاقبة الكافرين",""
42,47,50,303,"إثبات يوم القيامة وأن الأمر كله بيد الله تعالى في الدنيا والآخرة",""
42,51,53,105,"أنواع الوحي وحقيقته",""
43,1,4,601,"القرآن وعربيته ومكانته",""
43,5,8,302,"المسرفون واستهزاؤهم بالأنبياء وعقابهم",""
43,9,14,103,"بيان عظمة الله ونعمه على الناس",""
43,15,25,305,"من افتراءات المشركين والرد عليهم وتقاليدهم الأعمى",""
43,26,28,404,"شيء من قصة إبراهيم مع قومه",""
43,29,35,305,"من افتراءات المشركين والرد عليهم",""
43,36,42,302,"الحرص عن ذكر الله قرينه الشيطان في الدنيا وفي نار جهنم",""
43,43,45,401,"توجيهات للنبي ﷺ",""
43,46,56,404,"قصة موسى عليه السلام مع فرعون",""
43,57,66,404,"قصة عيسى وعبوديته لله وأن نزوله من علامات الساعة",""
43,67,73,202,"جزاء المتقين في الجنة",""
43,74,80,302,"عذاب أهل النار في النار",""
43,81,89,105,"أدلة الوحدانية ونفي الشريك والولد عن الله سبحانه",""
44,1,6,601,"نزول القرآن في ليلة القدر",""
44,7,8,102,"بيان قدرة الله تعالى",""
44,9,16,302,"موقف المشركين من الدعوة والقرآن وتهديدهم",""
44,17,33,404,"قصة قوم فرعون للاعتبار بما حل بهم",""
44,34,39,302,"إنكار المشركين للبعث والرد عليهم",""
44,40,50,302,"ما أعده الله تعالى لمنكري البعث من العذاب",""
44,51,59,202,"جزاء المتقين في الجنة",""
45,1,6,101,"من الآيات الدالة على وحدانية الله سبحانه وقدرته",""
45,7,11,302,"تهديد الكافرين المكذبين بآيات الله سبحانه وتعالى",""
45,12,13,103,"من نعم الله تعالى على عباده",""
45,14,15,202,"توجيهات للمؤمنين",""
45,16,22,404,"من نعم الله على بني إسرائيل ومقابلة ذلك بالبغي وتهديدهم",""
45,23,29,302,"ضلال المشركين وإنكارهم البعث وجزاؤهم",""
45,30,30,202,"جزاء المؤمنين",""
45,31,35,302,"جزاء الكافرين المستكبرين المنكرين للبعث وبيان سبب العذاب لهم",""
45,36,37,102,"بيان فضل الله تعالى وكبريائه",""
46,1,6,305,"إثبات القدرة الإلهية ومناقشة المشركين في شركهم",""
46,7,12,305,"مناقشة المشركين في موقفهم من القرآن والنبي ﷺ",""
46,13,14,202,"جزاء المستقيمين",""
46,15,16,202,"الوصية بالوالدين وبيان فضل الأم وجزاء البار بوالديه",""
46,17,19,302,"جزاء العاق لوالديه المنكر للبعث",""
46,20,20,302,"جزاء المستكبرين الفاسقين",""
46,21,28,404,"قصة هود عليه السلام مع قومه عاد",""
46,29,32,105,"إيمان بعض الجن بالقرآن الكريم وبدعوة رسول الله ﷺ",""
46,33,35,303,"إثبات البعث بالأدلة وتهديد المنكرين له",""
47,1,3,104,"جزاء وأحوال كل من الكفار والمؤمنين",""
47,4,6,203,"الأمر بجهاد الكافرين وثواب المجاهدين",""
47,7,14,104,"شروط النصر للمؤمنين والخذلان للكافرين وجزاء كل منهما في الآخرة",""
47,15,18,302,"ما أعد للمتقين في الجنة وما أعد للكافرين في النار",""
47,19,19,202,"الأمر بالعلم والاستغفار",""
47,20,30,302,"أحوال المنافقين وعاقبتهم",""
47,31,31,202,"ابتلاء المجاهدين الصابرين وتوجيه للمؤمنين",""
47,32,32,302,"ابتلاء المجاهدين الصابرين وتوجيه للمؤمنين",""
47,33,33,202,"ابتلاء المجاهدين الصابرين وتوجيه للمؤمنين",""
47,34,34,302,"أحوال المنافقين وعاقبتهم",""
47,35,38,203,"حقيقة الدنيا والترهيب فيها والأمر بالإنفاق والجهاد",""
48,1,7,401,"صلح الحديبية وفوائده للمؤمنين وعواقبه على المنافقين والمشركين",""
48,8,10,401,"وظائف النبي ﷺ وبيعة الصحابة له في الحديبية",""
48,11,16,302,"حقيقة المنافقين وتخلفهم عن الحديبية وبيان عاقبتهم",""
48,17,17,501,"رفع الحرج عن أصحاب الأعذار",""
48,18,26,401,"بيعة الرضوان وفضل من بايع وجزاؤه ونتائج الصلح",""
48,27,29,401,"تحقيق رؤيا رسول الله ﷺ وبعض أوصاف الرسول ﷺ وأصحابه",""
49,1,5,202,"آداب المؤمنين مع النبي ﷺ",""
49,6,13,202,"وجوب التثبت من الأخبار وآداب المؤمنين فيما بينهم",""
49,14,18,105,"الفرق بين الإيمان والإسلام وحقيقة الإيمان الصحيح والهداية من الله وحده",""
50,1,11,302,"إنكار المشركين البعث وأدلة إثبات البعث",""
50,12,15,404,"تذكير بالأمم السابقة المكذبة بالبعث ووعيدهم",""
50,16,18,101,"خلق الله الإنسان وعلمه بأحواله",""
50,19,30,302,"الموت حق والبعث حق وحوار بين الكافر وقرينه يوم القيامة",""
50,31,35,202,"ثواب المؤمنين في الجنة وبعض صفاتهم",""
50,36,37,302,"تهديد لمنكري البعث بإهلاكهم كمن قبلهم تتضمن توجيهات للنبي ﷺ",""
50,38,38,101,"تهديد لمنكري البعث بإهلاكهم كمن قبلهم تتضمن توجيهات للنبي ﷺ",""
50,39,40,401,"تهديد لمنكري البعث بإهلاكهم كمن قبلهم تتضمن توجيهات للنبي ﷺ",""
50,41,45,302,"تهديد لمنكري البعث بإهلاكهم كمن قبلهم تتضمن توجيهات للنبي ﷺ",""
51,1,14,302,"إثبات البعث والقسم على وقوعه ولعن المنكرين للبعث وعاقبتهم",""
51,1,14,302,"إثبات البعث والقسم على وقوعه ولعن المنكرين للبعث وعاقبتهم",""
51,15,19,202,"المتقون وجزاؤهم وأوصافهم",""
51,20,23,101,"آيات الله في الأرض والأنفس وحقيقة الرزق وأنه مقسوم مقدر كالحق",""
51,24,37,404,"قصة ضيف إبراهيم عليه السلام من الملائكة وإهلاك قوم لوط",""
51,38,46,404,"ذكر بعض الأنبياء مع أقوامهم المكذبين وعاقبتهم",""
51,47,51,101,"قدرة الله في الكون ووحدانيته",""
51,52,55,302,"موقف الكفار من رسلهم وأمر الرسول ﷺ بالإعراض عنهم والاستمرار بالتذكير",""
51,56,58,101,"الحكمة من خلق الجن والإنس وبيان قدرة الله تعالى",""
51,59,60,302,"عاقبة الظالمين والكافرين",""
52,1,16,302,"إثبات العذاب يوم القيامة للمكذبين",""
52,17,28,202,"إثبات النعيم في الجنة للمتقين وأنواع النعيم",""
52,29,47,305,"مناقشة الكفار في معتقدهم والرد عليهم وتخويفهم بالعذاب",""
52,48,49,401,"توجيهات للنبي ﷺ بالصبر والتسبيح",""
53,1,18,401,"إثبات الوحي ورؤية النبي ﷺ جبريل وآيات الله الكبرى",""
53,19,30,305,"ضلالة عبادة الأصنام ومناقشة عابديها وبيان جهلهم",""
53,31,32,202,"جزاء المسيئين والمحسنين وبيان أوصاف المحسنين",""
53,33,41,302,"توبيخ الوليد بن المغيرة الذي ضل بعد هدى مغترًا بماله",""
53,42,62,101,"الله وحده هو المتصرف في خلقه والقادر على إهلاك الكافرين وبعثهم يوم القيامة",""
54,1,1,401,"معجزة انشقاق القمر",""
54,2,8,302,"موقف المشركين من معجزة انشقاق القمر ووعيدهم",""
54,9,17,404,"قصة نوح عليه السلام مع قومه",""
54,18,22,404,"قصة عاد قوم هود",""
54,23,32,404,"قصة صالح عليه السلام مع قومه ثمود",""
54,33,40,404,"قصة لوط عليه السلام مع قومه",""
54,41,42,404,"قصة آل فرعون",""
54,43,53,302,"التحذير من كفار قريش وبيان مصير المجرمين",""
54,43,53,302,"التهكم من كفار قريش وبيان مصير المجرمين",""
54,54,55,202,"جزاء المتقين",""
55,1,25,103,"نعم الله تعالى على عباده وتوبيخ من يكفرها",""
55,26,30,101,"فناء كل المخلوقات والبقاء لله وحده",""
55,31,36,101,"بيان عجز الإنس والجن أمام قدرة الله تعالى",""
55,37,45,302,"عاقبة المجرمين في الآخرة",""
