id,surah_number,ayah_number,word,word_plain,meaning,sort_order,ayah_id
4993,18,21,وَكَذَٰلِكَ,وكذلك,وكما أَنَمْناهم السنينَ الطِّوالَ، ثم أيْقَظْناهم بعدَها.,1,20869
4995,18,21,وَعۡدَ ٱللَّهِ,وعد ٱلله,بالبعثِ.,3,20869
4996,18,21,أَمۡرَهُمۡ,أمرهم,في أمرِ القِيامةِ، فمِنْ مُقِرٍّ لها وجاحِدٍ، أو في أمْرِ الفِتْيَةِ المؤمنين وما اطَّلعوا عليه مِنْ أحوالِهم.,4,20869
4997,18,21,ٱلَّذِينَ غَلَبُواْ عَلَىٰٓ أَمۡرِهِمۡ,ٱلذين غلبوا على أمرهم,أصحابُ الكلمةِ والنفوذِ.,5,20869
4998,18,22,رَجۡمَۢا بِٱلۡغَيۡبِ,رجما بٱلغيب,قولاً بلا عِلْمٍ ولا اطِّلاعٍ.,1,20870
4999,18,22,بِعِدَّتِهِم,بعدتهم,بعَدَدِهم.,2,20870
5000,18,22,فَلَا تُمَارِ فِيهِمۡ,فلا تمار فيهم,فلا تجادِلْ في شأنِ أصحابِ الكهفِ وعَدَدِهم أحداً من الخائضين فيه.,3,20870
5001,18,22,إِلَّا مِرَآءٗ ظَٰهِرٗا,إلا مراء ظهرا,إلا جِدالاً واضحاً بذِكْرِ ما قَصَصْنا عليك مِنْ شأنِهم دونَ زيادةٍ.,4,20870
5002,18,24,وَٱذۡكُر رَّبَّكَ,وٱذكر ربك,بقولِ: إنْ شاء الله.,1,20872
5003,18,24,يَهۡدِيَنِ,يهدين,يُوَفِّقَني.,2,20872
5004,18,24,مِنۡ هَٰذَا,من هذا,من قصةِ أصحابِ الكهفِ في الدِّلالةِ على نُبُوَّتي.,3,20872
5005,18,24,رَشَدٗا,رشدا,هدايةً ودَلالة للناسِ على ذلك.,4,20872
5006,18,25,وَلَبِثُواْ فِي كَهۡفِهِمۡ,ولبثوا في كهفهم,ومَكَثَ الفِتْيانُ فيه نِياماً.,1,20873
5007,18,26,أَبۡصِرۡ بِهِۦ وَأَسۡمِعۡ,أبصر به وأسمع,ما أبصَرَ اللهَ وأسمَعَه بكلِّ موجودٍ، فهو لا يَغِيبُ عنه شيء.,1,20874
5008,18,26,مَا لَهُم,ما لهم,ليس للخَلْقِ.,2,20874
5009,18,26,وَلِيّٖ,ولي,مُعينٍ وناصرٍ.,3,20874
5010,18,26,حُكۡمِهِۦٓ,حكمه,قَضائِه وتشريعِه.,4,20874
5011,18,27,مُلۡتَحَدٗا,ملتحدا,مَلْجَأً ومَلاذاً.,1,20875
5012,18,28,وَٱصۡبِرۡ نَفۡسَكَ,وٱصبر نفسك,احبِسْها في طاعةِ اللهِ.,1,20876
5013,18,28,بِٱلۡغَدَوٰةِ وَٱلۡعَشِيِّ,بٱلغدوة وٱلعشي,أولِ النهار وآخرِه، والمرادُ دوامُ العبادةِ.,2,20876
5014,18,28,وَلَا تَعۡدُ عَيۡنَاكَ عَنۡهُمۡ,ولا تعد عيناك عنهم,لا تَصْرِفْ نَظَرَكَ عنهم إلى غيرِهِم.,3,20876
5015,18,28,أَغۡفَلۡنَا قَلۡبَهُۥ,أغفلنا قلبه,جَعَلْناه غافلاً.,4,20876
5016,18,28,فُرُطٗا,فرطا,ضَياعاً وهَلاكاً، ومُتَجاوِزاً فيه الاعتدالَ.,5,20876
5017,18,29,ٱلۡحَقُّ,ٱلحق,ما جئتكُم به هو الحقُّ.,1,20877
5018,18,29,فَمَن شَآءَ فَلۡيُؤۡمِن وَمَن شَآءَ فَلۡيَكۡفُرۡ,فمن شاء فليؤمن ومن شاء فليكفر,تهديدٌ ووعيدٌ لمن اختارَ الكفرَ بعد بيانِ الحقِّ ووُضوحِه.,2,20877
5019,18,29,سُرَادِقُهَا,سرادقها,سُوْرُها المحيطُ بها.,3,20877
5020,18,29,كَٱلۡمُهۡلِ,كٱلمهل,ماءٌ غليظٌ كالمُنْصَهِر من المعادنِ، أو كعَكَرِ الزيتِ، بَلَغَ منتهى الحَرارةِ.,4,20877
5021,18,29,مُرۡتَفَقًا,مرتفقا,منزِلاً ومُقاماً.,5,20877
5022,18,31,جَنَّٰتُ عَدۡنٖ,جنت عدن,جِنانُ إقامةٍ دائمةٍ.,1,20879
5023,18,31,يُحَلَّوۡنَ,يحلون,يُزَيَّنُون.,2,20879
5024,18,31,سُندُسٖ,سندس,رقيقِ الحَريرِ.,3,20879
5025,18,31,وَإِسۡتَبۡرَقٖ,وإستبرق,ما غَلُظَ من الحريرِ وثَخُنَ.,4,20879
5026,18,31,ٱلۡأَرَآئِكِ,ٱلأرائك,الأَسِرَّةِ المزيَّنَةِ بفاخِرِ السَّتائرِ.,5,20879
5027,18,32,وَٱضۡرِبۡ لَهُم,وٱضرب لهم,واذكُرْ للمؤمنين والكافرين المستكبرِين وأَوْرِدْ لهم.,1,20880
5028,18,32,جَنَّتَيۡنِ,جنتين,حديقتَين.,2,20880
5029,18,32,وَحَفَفۡنَٰهُمَا بِنَخۡلٖ,وحففنهما بنخل,جَعَلْنا النَّخْلَ محيطاً بكلٍّ منهما.,3,20880
5030,18,33,ءَاتَتۡ أُكُلَهَا,ءاتت أكلها,أثمرَتْ ثمرَها الذي يُؤْكَلُ.,1,20881
5031,18,33,وَلَمۡ تَظۡلِم مِّنۡهُ,ولم تظلم منه,ولم تَنْقُصْ من إثمارها عَبْرَ السنينَ.,2,20881
5032,18,34,لَهُۥ ثَمَرٞ,له ثمر,لصاحبِ البستانينِ أنواعٌ من المال سِوَىٰ حديقتَيه.,1,20882
5033,18,34,نَفَرٗا,نفرا,أولاداً وخَدَماً وأعواناً.,2,20882
5034,18,35,ظَالِمٞ لِّنَفۡسِهِۦ,ظالم لنفسه,كافرٌ بالبعثِ، مُعْجَبٌ بمالِه.,1,20883
5035,18,35,تَبِيدَ,تبيد,تَهْلِكَ وتَفْنَى.,2,20883
5036,18,36,قَآئِمَةٗ,قائمة,كائنةً وواقعةً.,1,20884
5037,18,36,مُنقَلَبٗا,منقلبا,مَرْجِعاً وعاقبةً.,2,20884
5038,18,38,لَٰكِنَّا۠,لكنا,لكنْ أنا أقولُ.,1,20886
5039,18,39,وَلَوۡلَآ,ولولا,وهَلَّا.,1,20887
5040,18,40,حُسۡبَانٗا,حسبانا,جَمْعُ حُسْبانَةٍ، وهو العذابُ كالصَّواعِقِ.,1,20888
5041,18,40,صَعِيدٗا,صعيدا,أرضاً أو تراباً.,2,20888
5042,18,40,زَلَقًا,زلقا,لا نَباتَ فيها، ومَلْساءُ لا تَثْبُتُ عليها قَدَمٌ، والمرادُ أنها عَدِيمةُ النَّفْعِ.,3,20888
5043,18,41,غَوۡرٗا,غورا,غائِراً ذاهباً في أسفلِ الأرضِ.,1,20889
5093,18,58,مَوۡعِدٞ,موعد,أي: مُقَدَّرٌ لعذابهِم.,1,20906
10873,83,10,وَيۡلٞ,ويل,عذابٌ شَدِيدٌ.,1,24566
5044,18,42,وَأُحِيطَ بِثَمَرِهِۦ,وأحيط بثمره,وأُهلِكَتْ أموالُ الكافرِ بما فيها حديقتاه، كما تَوَقَّعَ المؤمنُ.,1,20890
5045,18,42,يُقَلِّبُ كَفَّيۡهِ,يقلب كفيه,دَلالةً على نَدَمِه وأَسَفِه وحَسْرَتِه.,2,20890
5046,18,42,خَاوِيَةٌ عَلَىٰ عُرُوشِهَا,خاوية على عروشها,متهدِّمةٌ سَقَطَ بعضُها على بعضٍ، خاليةٌ مما كان فيها.,3,20890
5047,18,43,فِئَةٞ,فئة,جماعةٌ ممَّنِ افتَخَرَ بهم.,1,20891
5048,18,43,وَمَا كَانَ مُنتَصِرًا,وما كان منتصرا,ما كان ممتنعاً بنفسِه وقوَّتِه عندَ انتقامِ اللهِ منه.,2,20891
5049,18,44,هُنَالِكَ,هنالك,في مثلِ هذه الشَّدائدِ، أو يومِ القيامةِ.,1,20892
5050,18,44,ٱلۡوَلَٰيَةُ لِلَّهِ,ٱلولية لله,النُّصْرَةُ للهِ وحدَه لا يَقْدِرُ عليها غيرُه.,2,20892
5051,18,44,عُقۡبٗا,عقبا,عاقبةً لمَنْ تَوَلَّاهم.,3,20892
5052,18,45,وَٱضۡرِبۡ لَهُم,وٱضرب لهم,اذكُرْ للناسِ وأَوْرِدْ.,1,20893
5053,18,45,مَثَلَ ٱلۡحَيَوٰةِ ٱلدُّنۡيَا,مثل ٱلحيوة ٱلدنيا,صِفَتَها في زينتِها، وتَقَلُّبها وسُرْعَة زوالِها.,2,20893
5054,18,45,هَشِيمٗا,هشيما,يابساً مُتَكَسِّراً، بعد خُضْرَتِه ونَضارَتِه.,3,20893
5055,18,45,تَذۡرُوهُ ٱلرِّيَٰحُ,تذروه ٱلريح,تُذْهِبُه وتُفَرِّقُه إلى كلِّ جهةٍ.,4,20893
5056,18,45,مُقۡتَدِرًا,مقتدرا,كاملَ القُدْرةِ على كلِّ شيءٍ.,5,20893
5057,18,46,زِينَةُ ٱلۡحَيَوٰةِ ٱلدُّنۡيَا,زينة ٱلحيوة ٱلدنيا,فيهما جَمالٌ ونَفْعٌ وقوَّةٌ.,1,20894
5058,18,46,وَٱلۡبَٰقِيَٰتُ ٱلصَّٰلِحَٰتُ,وٱلبقيت ٱلصلحت,الأعمالُ الصالحةُ بما فيها: التسبيحُ، والتحميدُ، والتكبيرُ، والتهليلُ.,2,20894
5059,18,46,أَمَلٗا,أملا,ما كان يأمُلُه صاحبُها في الدُّنيا عندَ اللهِ في الآخِرة.,3,20894
5060,18,47,نُسَيِّرُ ٱلۡجِبَالَ,نسير ٱلجبال,نُزِيلُها عن أماكنِها، ونُسَيِّرها في الجوِّ كالسَّحابِ.,1,20895
5061,18,47,بَارِزَةٗ,بارزة,ظاهرةً للأَعْيُنِ لا يَسْتُرها شيءٌ.,2,20895
5062,18,47,وَحَشَرۡنَٰهُمۡ,وحشرنهم,جَمَعْنا الأوَّلِين والآخِرين لموقفِ الحسابِ.,3,20895
5063,18,47,نُغَادِرۡ,نغادر,نَتْرُكْ.,4,20895
5064,18,48,صَفّٗا,صفا,مُصْطَفِّين جميعاً، لا يَغِيبُ أحدٌ منهم.,1,20896
5065,18,48,كَمَا خَلَقۡنَٰكُمۡ أَوَّلَ مَرَّةِۭ,كما خلقنكم أول مرة,مِثْلَ خَلْقِنا الأولِ لكم: فُرادى، حُفاةَ الأقدامِ، عُراةَ الأجسامِ، غيرَ مَخْتُونين.,2,20896
5066,18,48,بَلۡ زَعَمۡتُمۡ,بل زعمتم,يا مُنْكِري البَعْثِ.,3,20896
5067,18,48,مَوۡعِدٗا,موعدا,لبَعْثِكم ومُجازاتِكم على أعمالِكم.,4,20896
5068,18,49,ٱلۡكِتَٰبُ,ٱلكتب,صحائفُ أعمالِ العبادِ.,1,20897
5069,18,49,مُشۡفِقِينَ,مشفقين,خائفين.,2,20897
5070,18,49,يَٰوَيۡلَتَنَا,يويلتنا,يا هَلاكَنا، نداءٌ منهم على أنفسِهم بالخُسْرانِ والهَلاكِ.,3,20897
5071,18,49,لَا يُغَادِرُ,لا يغادر,لا يَتْرُك.,4,20897
5072,18,49,أَحۡصَىٰهَا,أحصىها,عَدَّها وأثْبتَها.,5,20897
5073,18,50,ٱسۡجُدُواْ لِأٓدَمَ,ٱسجدوا لأدم,تحيةً وإكراماً له وإظهاراً لفَضْلِه، لاعبادةً.,1,20898
5074,18,50,فَفَسَقَ عَنۡ أَمۡرِ رَبِّهِۦٓ,ففسق عن أمر ربه,خَرَجَ عن طاعةِ ربِّه بتَرْكِ السُّجودِ؛ تَكَبُّراً.,2,20898
5075,18,50,أَوۡلِيَآءَ,أولياء,أعواناً.,3,20898
5076,18,51,مَآ أَشۡهَدتُّهُمۡ,ما أشهدتهم,أي: إبليسَ وذريتَه.,1,20899
5077,18,51,عَضُدٗا,عضدا,أعواناً وأنصاراً في شأنٍ من شؤوني.,2,20899
5078,18,52,فَدَعَوۡهُمۡ,فدعوهم,استغاثُوا بهم.,1,20900
5079,18,52,مَوۡبِقٗا,موبقا,مَهْلِكاً في جَهَنَّمَ يَهْلِكُون فيه.,2,20900
5080,18,53,فَظَنُّوٓاْ,فظنوا,أيقَنوا.,1,20901
5081,18,53,مُوَاقِعُوهَا,مواقعوها,واقِعُونَ فيها وداخِلُوها.,2,20901
5082,18,53,مَصۡرِفٗا,مصرفا,مكاناً يَنْصَرِفُون ويَلْجَؤُون إليه.,3,20901
5083,18,54,صَرَّفۡنَا,صرفنا,بَيَّنَّا ونوَّعْنا بأساليبَ مختلفةٍ.,1,20902
5084,18,54,كُلِّ مَثَلٖ,كل مثل,كلِّ معنى يَحْصُلُ الاتِّعاظُ به.,2,20902
5085,18,54,جَدَلٗا,جدلا,خُصومةً في الباطل.,3,20902
5086,18,55,سُنَّةُ ٱلۡأَوَّلِينَ,سنة ٱلأولين,سُنَّةُ اللهِ في إهلاكِ السابقين بالاستئصال.,1,20903
5087,18,55,قُبُلٗا,قبلا,صُنوفاً وأنواعاً، أو مُوَاجَهَةً ومقابَلَةً.,2,20903
5088,18,56,لِيُدۡحِضُواْ بِهِ,ليدحضوا به,ليُزِيلُوا بجِدالِهم وباطِلِهم.,1,20904
5089,18,56,هُزُوٗا,هزوا,استهزاءً وسُخْريَةً.,2,20904
5090,18,57,أَكِنَّةً,أكنة,أغطيةً مانعةً.,1,20905
5091,18,57,أَن يَفۡقَهُوهُ,أن يفقهوه,لِئلَّا يَفْهَمُوا القرآنَ؛ عُقوبةً لهم.,2,20905
5092,18,57,وَقۡرٗا,وقرا,ثِقَلاً في السَّمعِ.,3,20905
5094,18,59,وَتِلۡكَ ٱلۡقُرَىٰٓ,وتلك ٱلقرى,مِنَ الأممِ السابقةِ.,1,20907
5095,18,59,لِمَهۡلِكِهِم,لمهلكهم,لهَلاكِهم.,2,20907
5096,18,60,لِفَتَىٰهُ,لفتىه,تلميذِه وخادِمِه يُوشَعَ ابنِ نونٍ.,1,20908
5097,18,60,لَآ أَبۡرَحُ,لا أبرح,لا أزال أسِيرُ.,2,20908
5098,18,60,مَجۡمَعَ ٱلۡبَحۡرَيۡنِ,مجمع ٱلبحرين,مُلتقاهما.,3,20908
5099,18,60,أَمۡضِيَ حُقُبٗا,أمضي حقبا,أسيرَ زمناً طويلاً.,4,20908
5100,18,61,فِي ٱلۡبَحۡرِ سَرَبٗا,في ٱلبحر سربا,طريقاً فيه، كالشَّقِّ في الأرضِ.,1,20909
5101,18,62,جَاوَزَا,جاوزا,فارَقَا مكانَهما.,1,20910
5102,18,62,غَدَآءَنَا,غداءنا,طعامَنا أوَّلَ النهارِ.,2,20910
5103,18,62,نَصَبٗا,نصبا,تَعَباً.,3,20910
5104,18,63,أَرَءَيۡتَ,أرءيت,أَتَذْكُرُ؟,1,20911
5105,18,63,إِذۡ أَوَيۡنَآ إِلَى ٱلصَّخۡرَةِ,إذ أوينا إلى ٱلصخرة,حين لَجَأْنا إليها للراحةِ.,2,20911
5106,18,63,سَبِيلَهُۥ,سبيله,طريقَه.,3,20911
5107,18,63,عَجَبٗا,عجبا,يُتعَجَّبُ منه.,4,20911
5108,18,64,نَبۡغِ,نبغ,نَطْلبُه، وهو علامةٌ على مكانِ العبدِ الصَّالحِ.,1,20912
5109,18,64,فَٱرۡتَدَّا,فٱرتدا,رَجَعا.,2,20912
5110,18,64,عَلَىٰٓ ءَاثَارِهِمَا,على ءاثارهما,على طريقِهما الذي جاءا منه.,3,20912
5111,18,64,قَصَصٗا,قصصا,يَتْبَعان آثارَ مسيرِهما، حتى وَصَلا إلى الصَّخْرةِ.,4,20912
5112,18,65,عَبۡدٗا مِّنۡ عِبَادِنَآ,عبدا من عبادنا,هو الخَضِرُ، وهو نبيٌّ توفَّاه الله.,1,20913
5113,18,65,رَحۡمَةٗ,رحمة,نُبُوَّةً.,2,20913
5114,18,66,رُشۡدٗا,رشدا,إصابةً للحقِّ وصَواباً أسترشِدُ به.,1,20914
5115,18,68,خُبۡرٗا,خبرا,عِلْماً ومعرفةً بحقيقتِه.,1,20916
5116,18,70,فَلَا تَسۡـَٔلۡنِي عَن شَيۡءٍ,فلا تسـلني عن شيء,أي: تُنْكِرُه عليَّ في عِلْمِكَ.,1,20918
5117,18,70,أُحۡدِثَ لَكَ مِنۡهُ ذِكۡرٗا,أحدث لك منه ذكرا,أبتدِئَكَ ببيانِه وتَوْضيحِ ما خَفِيَ عليك.,2,20918
5118,18,71,فَٱنطَلَقَا,فٱنطلقا,فسار موسى والخَضِرُ يَمْشِيان على الساحلِ.,1,20919
5119,18,71,شَيۡـًٔا إِمۡرٗا,شيـا إمرا,أمراً عظيماً مُنْكَراً.,2,20919
5120,18,73,وَلَا تُرۡهِقۡنِي,ولا ترهقني,لا تُحَمِّلني وتُكَلِّفني.,1,20921
5121,18,73,مِنۡ أَمۡرِي عُسۡرٗا,من أمري عسرا,في صُحْبتي إياك وتَعَلُّمي منك مشقَّةً.,2,20921
5122,18,74,زَكِيَّةَۢ,زكية,نقيةً طاهرةً لم تبلُغْ حَدَّ التكليفِ.,1,20922
5123,18,74,بِغَيۡرِ نَفۡسٖ,بغير نفس,بغيرِ حَقٍّ من قِصاصٍ عليها.,2,20922
5124,18,74,نُكۡرٗا,نكرا,مُنْكَراً عظيماً.,3,20922
5125,18,76,مِن لَّدُنِّي عُذۡرٗا,من لدني عذرا,إلى الغايةِ التي أَعْذُرُكَ في فِراقي بسببِها.,1,20924
5126,18,77,ٱسۡتَطۡعَمَآ أَهۡلَهَا,ٱستطعما أهلها,طَلَبا من أهلِ القريةِ الطعامَ، على وَجْهِ الضِّيافَةِ.,1,20925
5127,18,77,فَأَبَوۡاْ,فأبوا,امتنعُوا.,2,20925
5128,18,77,يُرِيدُ,يريد,يَقْرُبُ ويُوشِكُ.,3,20925
5129,18,77,أَن يَنقَضَّ,أن ينقض,أن يسقطَ؛ بسببِ مَيَلانِه.,4,20925
5130,18,77,فَأَقَامَهُۥ,فأقامه,سوَّاه الخَضرُ وعَدَّلَ مَيْلَه.,5,20925
5131,18,78,سَأُنَبِّئُكَ,سأنبئك,سأُخْبِرُكَ.,1,20926
5132,18,78,بِتَأۡوِيلِ,بتأويل,بحقيقةِ مَقْصِدي من أفعالي.,2,20926
5133,18,79,لِمَسَٰكِينَ,لمسكين,محتاجِين لا يملِكُون ما يَكْفيهم ويَسُدُّ حاجتَهم.,1,20927
5134,18,79,أَعِيبَهَا,أعيبها,أُحْدِثَ فيها عَيْباً بخَرْقِها.,2,20927
5135,18,79,وَرَآءَهُم,وراءهم,أمامَهم.,3,20927
5136,18,79,كُلَّ سَفِينَةٍ,كل سفينة,صالحةٍ غيرِ مَعِيبةٍ.,4,20927
5137,18,79,غَصۡبٗا,غصبا,قَهْراً وظُلْماً.,5,20927
5138,18,80,يُرۡهِقَهُمَا,يرهقهما,يَدْفَعَ والدَيه إلى تجاوُزِ حدودِ اللهِ والكفرِ.,1,20928
5139,18,81,زَكَوٰةٗ,زكوة,دِيناً وصَلاحاً.,1,20929
5140,18,81,رُحۡمٗا,رحما,رحمةً بوالدَيه وبِرّاً بهما.,2,20929
5141,18,82,كَنزٞ,كنز,مالٌ مَدْفونٌ من الذَّهَبِ والفِضَّةِ.,1,20930
5142,18,82,يَبۡلُغَآ أَشُدَّهُمَا,يبلغا أشدهما,قوَّتَهما وكمالَ عَقْلِهما.,2,20930
5143,18,82,ذَٰلِكَ تَأۡوِيلُ,ذلك تأويل,الذي بَيَّنْتُ لك أسبابَه هو مآلُ تلك الأمورِ.,3,20930
5144,18,83,وَيَسۡـَٔلُونَكَ,ويسـلونك,أي: كفارُ قريشٍ، بتَلْقينٍ من اليهود.,1,20931
5145,18,83,ذِي ٱلۡقَرۡنَيۡنِ,ذي ٱلقرنين,عبدٌ صالحٌ مَلَّكه اللهُ الأرضَ، وأعطاه العِلْمَ والحكمةَ، حتى بَلَغَ سلطانُه المشرقَ والمغربَ، فسُمِّيَ ذا القَرْنين، فكأنه حاز قَرْنَي الدنيا.,2,20931
5146,18,83,ذِكۡرًا,ذكرا,خَبَراً تتذكَّرون به.,3,20931
5600,21,32,سَقۡفٗا,سقفا,أي: سَقْفاً لِلأَرْضِ.,1,21223
5147,18,84,مَكَّنَّا لَهُۥ,مكنا له,سَهَّلْنا لَه التَّصَرُّفَ كَيفَ شاءَ.,1,20932
5148,18,84,سَبَبٗا,سببا,طَرِيقاً يُوصِلُه إلى مُرادِهِ.,2,20932
5149,18,85,فَأَتۡبَعَ,فأتبع,سَلَك وسارَ.,1,20933
5150,18,85,سَبَبًا,سببا,طريقاً نَحْوَ الغَرْبِ.,2,20933
5151,18,86,مَغۡرِبَ ٱلشَّمۡسِ,مغرب ٱلشمس,مَوْضِعَ غُرُوبِها، وَهُوَ نِهَايةُ الأَرْضِ مِنَ الغَرْبِ.,1,20934
5152,18,86,عَيۡنٍ,عين,نَبْعٍ جارِيةٍ بالماءِ أو غيرِه.,2,20934
5153,18,86,حَمِئَةٖ,حمئة,ذاتِ طينٍ أسْودَ.,3,20934
5154,18,86,تُعَذِّبَ,تعذب,بالقتلِ أو غيرِه، إنْ لم يُؤمِنُوا.,4,20934
5155,18,86,حُسۡنٗا,حسنا,بِدعوتِهم إلى الهُدَى والرَّشادِ.,5,20934
5156,18,87,ظَلَمَ,ظلم,نفسَه بكُفْرِه بِرَبِّه.,1,20935
5157,18,87,نُكۡرٗا,نكرا,مُنْكَراً عَظِيماً في جَهَنَّمَ.,2,20935
5158,18,88,ٱلۡحُسۡنَىٰ,ٱلحسنى,الجنَّةُ.,1,20936
5159,18,88,يُسۡرٗا,يسرا,سَهْلاً لا مَشَقَّةَ فِيه.,2,20936
5160,18,89,سَبَبًا,سببا,طَرِيقاً نَحْوَ الشَّرْقِ.,1,20937
5161,18,90,مَطۡلِعَ ٱلشَّمۡسِ,مطلع ٱلشمس,مَوْضِعَ طُلُوعِها، وَهُوَ نِهَايةُ الأرْضِ مِنَ الشَّرْقِ.,1,20938
5162,18,90,سِتۡرٗا,سترا,ساتراً مِنَ البِناء أو الْأَشْجَار.,2,20938
5163,18,91,كَذَٰلِكَ,كذلك,كما وَصَفْنا أمْرَ ذِي القَرنْيَنِ مِن بُلُوغِه المَغْرِبَ والمشْرِقَ.,1,20939
5164,18,91,خُبۡرٗا,خبرا,عِلْماً ومَعْرِفةً.,2,20939
5165,18,93,ٱلسَّدَّيۡنِ,ٱلسدين,الجَبَلَينِ.,1,20941
5166,18,94,يَأۡجُوجَ وَمَأۡجُوجَ,يأجوج ومأجوج,أُمَّتانِ عظِيمتان مِن بَنِي آدَمَ مَوْجُودتانِ.,1,20942
5167,18,94,خَرۡجًا,خرجا,نَصِيباً وأجْراً مِنَ المالِ.,2,20942
5168,18,94,سَدّٗا,سدا,حاجِزاً.,3,20942
5169,18,95,رَدۡمًا,ردما,حاجِزاً قَوِيّاً.,1,20943
5170,18,96,زُبَرَ ٱلۡحَدِيدِ,زبر ٱلحديد,قِطَعَه الكَبيرةَ.,1,20944
5171,18,96,ٱلصَّدَفَيۡنِ,ٱلصدفين,جانِبَي الجبَلَينِ.,2,20944
5172,18,96,أُفۡرِغۡ,أفرغ,أَصُبَّ.,3,20944
5173,18,96,قِطۡرٗا,قطرا,نُحَاساً مُذاباً.,4,20944
5174,18,97,يَظۡهَرُوهُ,يظهروه,يَعْلُوه ويَصْعَدُوا إليه.,1,20945
5175,18,97,نَقۡبٗا,نقبا,ثَقْباً؛ لِصَلابَتِه وسَماكَتِه.,2,20945
5176,18,98,وَعۡدُ رَبِّي,وعد ربي,وَعْدُ رَبِّي بِخُرُوجِ يأجُوجَ ومَأجُوجَ.,1,20946
5177,18,98,دَكَّآءَ,دكاء,مُنْهَدِماً مُسْتَوياً بالأَرض.,2,20946
5178,18,99,يَمُوجُ,يموج,يضْطَرِبُ ويَخْتَلِطُ بَعْضُهم في بَعْضٍ.,1,20947
5179,18,99,ٱلصُّورِ,ٱلصور,القَرْنِ الذي يُنْفَخُ فيه للبعثِ.,2,20947
5180,18,100,وَعَرَضۡنَا,وعرضنا,أبْرَزْنا.,1,20948
5181,18,101,غِطَآءٍ,غطاء,سِتْرٍ وحِجَابٍ.,1,20949
5182,18,101,ذِكۡرِي,ذكري,هُو القرآنُ والآياتُ الكونيةُ.,2,20949
5183,18,101,لَا يَسۡتَطِيعُونَ سَمۡعًا,لا يستطيعون سمعا,لا يُطِيقُونَ سَمَاعَ الحُجَجِ والبَرَاهِينِ؛ بُغْضاً وعِنَاداً.,3,20949
5184,18,102,مِن دُونِيٓ أَوۡلِيَآءَ,من دوني أولياء,مِنْ غيرِي آلهةً.,1,20950
5185,18,102,أَعۡتَدۡنَا,أعتدنا,أَعْدَدْنا وأحْضَرْنا.,2,20950
5186,18,102,نُزُلٗا,نزلا,مَنْزِلاً مُعَدّاً لهم.,3,20950
5187,18,104,ضَلَّ سَعۡيُهُمۡ,ضل سعيهم,ضاعَ عَمَلُهم.,1,20952
5188,18,104,يَحۡسَبُونَ أَنَّهُمۡ يُحۡسِنُونَ صُنۡعًا,يحسبون أنهم يحسنون صنعا,يَظُنُّونَ أنَّهم مُحْسِنُونَ في أعْمَالِهم.,2,20952
5189,18,105,فَحَبِطَتۡ,فحبطت,فبَطَلَتْ.,1,20953
5190,18,105,وَزۡنٗا,وزنا,قَدْراً وثِقَلاً.,2,20953
5191,18,106,هُزُوًا,هزوا,مُسْتَهْزَأً بِهما.,1,20954
5192,18,107,جَنَّٰتُ ٱلۡفِرۡدَوۡسِ,جنت ٱلفردوس,أعلى مَنَازِلِ الجنَّةِ وأَوْسَطُها ، وهي أَفْضَلُها.,1,20955
5193,18,107,نُزُلًا,نزلا,مَنْزِلاً مُعدّاً لهم.,2,20955
5194,18,108,لَا يَبۡغُونَ,لا يبغون,لا يُرِيدُونَ.,1,20956
5195,18,109,مِدَادٗا,مدادا,حِبْراً للأقْلامِ.,1,20957
5196,18,109,لَنَفِدَ,لنفد,لَفَنِيَ.,2,20957
5197,18,109,كَلِمَٰتُ رَبِّي,كلمت ربي,كَلَامُهُ وحُكْمُهُ.,3,20957
5198,18,109,مَدَدٗا,مددا,زِيادةً.,4,20957
5199,18,110,يَرۡجُواْ,يرجوا,يخافُ عذابَ ربِّه ، ويَرْجُو ثَوابَه يومَ لِقَائِه.,1,20958
5200,19,1,كٓهيعٓصٓ,كهيعص,سَبَقَ الكلامُ على الحُرُوفِ المُقَطَّعةِ في أوَّلِ سُورَةِ البَقَرةِ.,1,20959
5201,19,3,خَفِيّٗا,خفيا,سِرّاً.,1,20961
5202,19,4,وَهَنَ,وهن,ضَعُفَ.,1,20962
5203,19,4,وَٱشۡتَعَلَ ٱلرَّأۡسُ شَيۡبٗا,وٱشتعل ٱلرأس شيبا,انْتَشَرَ الشَّيبُ في رَأسِي.,2,20962
10975,86,9,تُبۡلَى,تبلى,تُخْتَبرُ.,1,24648
5204,19,4,شَقِيّٗا,شقيا,مَحْرُوماً مِن إِجابَةِ الدُّعاءِ.,3,20962
5205,19,5,ٱلۡمَوَٰلِيَ,ٱلمولي,العَصَبَةَ وأقْرَبَ القَرَابَةِ.,1,20963
5206,19,5,عَاقِرٗا,عاقرا,التي لا تَلِدُ.,2,20963
5207,19,5,وَلِيّٗا,وليا,وَلَداً وَارِثاً ومُعِيناً.,3,20963
5208,19,6,يَرِثُنِي,يرثني,يَرِثُ نُبُوَّتي.,1,20964
5209,19,6,رَضِيّٗا,رضيا,مَرْضِيّاً عِنْدَكَ وَعِنْدَ عِبَادِكَ.,2,20964
5210,19,7,سَمِيّٗا,سميا,مُسَمّىً باسْمِه.,1,20965
5211,19,8,أَنَّىٰ,أنى,كيفَ؟,1,20966
5212,19,8,عِتِيّٗا,عتيا,النِّهايةَ في كِبَر السِّنِّ.,2,20966
